date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2021-10-29,2881C,1944748,116613981,60.0,60.1,59.6,60.0,0.0,2389
2021-11-01,2881C,1613452,96765794,60.0,60.2,59.8,59.9,-0.1,1422
2021-11-02,2881C,1174416,70383888,60.0,60.1,59.8,60.0,0.1,1152
2021-11-03,2881C,628147,37657233,60.0,60.0,59.9,59.9,-0.1,502
2021-11-04,2881C,1074840,64402686,59.9,60.0,59.8,59.8,-0.1,767
2021-11-05,2881C,406265,24334567,59.8,60.0,59.8,59.9,0.1,714
2021-11-08,2881C,351511,21056909,59.9,60.0,59.9,60.0,0.1,515
2021-11-09,2881C,577250,34586018,60.0,60.0,59.9,59.9,-0.1,609
2021-11-10,2881C,208492,12490123,59.9,60.0,59.9,59.9,0.0,316
2021-11-11,2881C,304638,18249447,59.9,60.0,59.9,59.9,0.0,397
2021-11-12,2881C,663120,39778336,59.9,60.0,59.9,60.0,0.1,853
2021-11-15,2881C,211138,12653006,59.9,60.0,59.9,60.0,0.0,338
2021-11-16,2881C,475185,28500059,60.0,60.0,59.9,60.0,0.0,416
2021-11-17,2881C,542593,32525492,60.0,60.0,59.9,59.9,-0.1,521
2021-11-18,2881C,489937,29351675,59.9,60.0,59.9,59.9,0.0,520
2021-11-19,2881C,419561,25131678,59.9,60.0,59.9,59.9,0.0,268
2021-11-22,2881C,220151,13196507,59.9,60.0,59.9,60.0,0.1,267
2021-11-23,2881C,171298,10270089,60.0,60.0,59.9,60.0,0.0,204
2021-11-24,2881C,216899,13004732,60.0,60.0,59.9,60.0,0.0,268
2021-11-25,2881C,364719,21880500,60.0,60.0,59.9,59.9,-0.1,388
2021-11-26,2881C,330172,19800829,60.0,60.0,59.9,59.9,0.0,374
2021-11-29,2881C,261504,15681463,59.9,60.0,59.9,60.0,0.1,299
2021-11-30,2881C,168325,10098734,60.0,60.1,60.0,60.0,0.0,228
2021-12-01,2881C,119123,7148838,60.0,60.1,60.0,60.0,0.0,153
2021-12-02,2881C,418430,25105419,60.0,60.1,60.0,60.0,0.0,177
2021-12-03,2881C,97587,5856252,60.0,60.1,60.0,60.0,0.0,190
2021-12-06,2881C,115467,6928056,60.0,60.1,60.0,60.0,0.0,181
2021-12-07,2881C,93300,5598802,60.0,60.1,60.0,60.0,0.0,169
2021-12-08,2881C,136062,8165205,60.0,60.1,60.0,60.1,0.1,218
2021-12-09,2881C,243597,14632682,60.0,60.1,60.0,60.1,0.0,291
2021-12-10,2881C,124106,7451504,60.1,60.1,60.0,60.0,-0.1,133
2021-12-13,2881C,101030,6061911,60.0,60.1,60.0,60.0,0.0,133
2021-12-14,2881C,101244,6074335,60.0,60.1,60.0,60.0,0.0,153
2021-12-15,2881C,275643,16563636,60.0,60.1,60.0,60.1,0.1,240
2021-12-16,2881C,67418,4053487,60.1,60.2,60.1,60.1,0.0,152
2021-12-17,2881C,134801,8107066,60.1,60.2,60.1,60.2,0.1,173
2021-12-20,2881C,113543,6828628,60.2,60.2,60.1,60.1,-0.1,133
2021-12-21,2881C,98656,5931820,60.1,60.2,60.1,60.1,0.0,167
2021-12-22,2881C,68563,4120679,60.1,60.2,60.1,60.1,0.0,124
2021-12-23,2881C,90710,5452367,60.1,60.2,60.1,60.1,0.0,152
2021-12-24,2881C,139843,8404197,60.1,60.2,60.1,60.1,0.0,149
2021-12-27,2881C,144160,8664856,60.1,60.2,60.1,60.1,0.0,201
2021-12-28,2881C,94444,5676841,60.2,60.2,60.1,60.2,0.1,165
2021-12-29,2881C,121293,7293032,60.2,60.2,60.1,60.1,-0.1,220
2021-12-30,2881C,96814,5820563,60.2,60.2,60.1,60.1,0.0,164
2022-01-03,2881C,520297,31272803,60.1,60.2,60.1,60.1,0.0,368
2022-01-04,2881C,158016,9496169,60.1,60.2,60.1,60.1,0.0,176
2022-01-05,2881C,355226,21347783,60.1,60.2,60.1,60.1,0.0,175
2022-01-06,2881C,233465,14030782,60.1,60.1,60.1,60.1,0.0,128
2022-01-07,2881C,143237,8608339,60.1,60.2,60.1,60.1,0.0,138
2022-01-10,2881C,93119,5601373,60.2,60.2,60.1,60.1,0.0,305
2022-01-11,2881C,118887,7145647,60.1,60.2,60.1,60.1,0.0,189
2022-01-12,2881C,133461,8022585,60.2,60.2,60.1,60.1,0.0,247
2022-01-13,2881C,200984,12093829,60.1,60.3,60.1,60.2,0.1,281
2022-01-14,2881C,147264,8860345,60.2,60.2,60.1,60.2,0.0,144
2022-01-17,2881C,72984,4388878,60.2,60.2,60.1,60.1,-0.1,143
2022-01-18,2881C,52614,3163132,60.2,60.2,60.1,60.1,0.0,130
2022-01-19,2881C,123625,7439770,60.1,60.3,60.1,60.3,0.2,159
2022-01-20,2881C,69155,4162892,60.2,60.3,60.2,60.2,-0.1,138
2022-01-21,2881C,75279,4528813,60.2,60.2,60.1,60.1,-0.1,197
2022-01-24,2881C,186141,11201843,60.2,60.3,60.1,60.2,0.1,260
2022-01-25,2881C,68177,4103376,60.2,60.3,60.2,60.2,0.0,240
2022-01-26,2881C,87973,5295409,60.2,60.2,60.2,60.2,0.0,111
2022-02-07,2881C,123322,7421126,60.2,60.3,60.1,60.1,-0.1,115
2022-02-08,2881C,114993,6921241,60.2,60.2,60.1,60.1,0.0,277
2022-02-09,2881C,68928,4149055,60.2,60.3,60.2,60.3,0.2,249
2022-02-10,2881C,150947,9098025,60.2,60.3,60.2,60.2,-0.1,199
2022-02-11,2881C,39437,2374064,60.2,60.3,60.2,60.3,0.1,59
2022-02-14,2881C,130450,7861649,60.2,60.3,60.2,60.2,-0.1,179
2022-02-15,2881C,137279,8274536,60.2,60.3,60.2,60.2,0.0,155
2022-02-16,2881C,98548,5939496,60.2,60.3,60.2,60.3,0.1,113
2022-02-17,2881C,33865,2039512,60.3,60.3,60.2,60.2,-0.1,84
2022-02-18,2881C,50746,3055520,60.2,60.3,60.2,60.3,0.1,96
2022-02-21,2881C,48239,2906066,60.2,60.3,60.2,60.2,-0.1,100
2022-02-22,2881C,486809,29323662,60.2,60.4,60.2,60.3,0.1,194
2022-02-23,2881C,59090,3561038,60.2,60.3,60.2,60.2,-0.1,108
2022-02-24,2881C,167687,10099039,60.2,60.3,60.2,60.3,0.1,170
2022-02-25,2881C,84765,5109646,60.2,60.3,60.2,60.3,0.0,120
2022-03-01,2881C,123022,7418319,60.2,60.4,60.2,60.3,0.0,180
2022-03-02,2881C,80506,4854290,60.3,60.4,60.3,60.3,0.0,114
2022-03-03,2881C,68061,4103790,60.3,60.4,60.3,60.3,0.0,128
2022-03-04,2881C,79821,4812763,60.3,60.4,60.3,60.4,0.1,107
2022-03-07,2881C,216417,13061218,60.3,60.4,60.3,60.3,-0.1,260
2022-03-08,2881C,98370,5930726,60.3,60.4,60.3,60.3,0.0,136
2022-03-09,2881C,62897,3791665,60.3,60.3,60.3,60.3,0.0,98
2022-03-10,2881C,59749,3603481,60.3,60.4,60.3,60.3,0.0,99
2022-03-11,2881C,54474,3284349,60.3,60.3,60.3,60.3,0.0,66
2022-03-14,2881C,121245,7320184,60.3,60.5,60.3,60.4,0.1,138
